deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date
D0791,C0240,U006,6065.08,closed won,Lost,06-12-2025,2025-12-30
D0792,C0183,U010,21501 USD,negotiation ,open,02/25/2026,
D0793,C0383,U005,18344.11,Proposal,closed,2026-03-01,N/A
D0794,C0285,U001,27767.45,closed-lost,open,,01-03-2026
D0795,C0201,U009,62094.96,Proposal,lost,2026-05-18,2026/07/10
D0796,C0050,U009,50529.16,Qualified,open,2025-12-13,
D0797,C0075,U011,9289.79,Closed Lost,Open,03/19/2026,06/10/2026
D0798,C0252,U009,67076.88,Lost,lost,18/06/2026,
D0799,C0360,U013,84750.29,closed won,won,2025/12/14,12/01/2026
D0800,C0048,U013,65487.5,Prospect,OPEN,2026-01-08,
D0801,C0228,U006,7191.51,qualified,Won,2026-01-15,07/02/2026
D0802,C0130,U008,"$55,799.39",Proposal Sent,,2026/06/03,
D0803,C0184,U014,73059.58,Negotiation,Lost,18-05-2026,2026/07/12
D0804,C0158,U006,39082.7,PROSPECT,Lost,2026-04-16,2026-06-22
D0805,C0375,U013,2163.24,proposal sent,closed,12/16/2025,
D0806,C0431,U002,57374.07,proposal sent,Lost,2025/12/05,05/02/2026
D0807,C0054,U002,78107.94,qualified,Open,02/12/2026,
D0808,C0033,U006,19255.04,negotiation ,,19/02/2026,
D0809,C0077,U008,48945.25,Qualified,won,2026-04-06,19-05-2026
D0810,C0399,U007,"$19,159.66",closed-lost,won,06/02/2026,02/15/2026
D0811,C0042,U003,8322.71,PROSPECT,Won,25/04/2026,18-06-2026
D0812,C0092,U014,76228.88,prospect,Open,03-12-2025,
D0813,C0176,U007,59017 USD,closed-lost,,02-05-2026,2026/07/12
D0814,C0197,U014,66886.54,Prospect,closed,N/A,
D0815,C0311,U003,14067.27,negotiation ,lost,24-11-2025,28/11/2025
D0816,C0132,U009,80267.53,Prospect,,2026/02/01,
D0817,C0109,U012,66161.1,Proposal,Lost,11/27/2025,2026/02/07
D0818,C0008,U006,76370.69,Closed Won,open,03/11/2025,14/12/2025
D0819,C0209,U007,37058.41,Closed Won,lost,05/21/2026,01-08-2026
D0820,C0088,U009,,qualified,closed,16/06/2026,
D0821,C0355,U010,"$68,795.97",Prospecting,Open,2025/12/02,N/A
D0822,C0052,U008,54399.35,,Open,06-05-2026,
D0823,C0106,U004,11060.84,Closed Lost,closed,04-01-2026,24/02/2026
D0824,C0209,U014,66813.37,closed won,open,16-06-2026,05/08/2026
D0825,C0340,U004,2797 USD,Prospect,Lost,2026/03/26,2026/04/02
D0826,C0160,U006,47904.26,qualified,Lost,12/05/2026,2026/06/14
D0827,C0216,U003,76998.31,closed won,OPEN,2025-11-02,12/26/2025
D0828,C0254,U002,14780.94,closed won,Won,2026-05-12,2026/07/24
D0829,C0076,U001,"$49,244.79",,Open,12/03/2026,
D0830,C0394,U006,,qualified,won,05/18/2026,12/08/2026
D0831,C0390,U005,79570.49,prospect,Won,2026/05/27,2026-06-09
D0832,C0231,U010,,Prospecting,Open,2025-11-21,
D0833,C0183,U014,"$42,501.59",Proposal,Lost,N/A,2025-12-19
D0834,C0105,U011,54401.58,Won,Lost,04-05-2026,
D0835,C0089,U011,82988.98,prospect,Open,2026/06/05,
D0836,C0003,U003,"$17,602.58",Lost,Won,,06/05/2026
D0837,C0108,U014,"$3,963.05",Closed Won,Open,01/14/2026,13/02/2026
D0838,C0100,U002,26075.79,Closed Won,closed,2026/02/25,05/22/2026
D0839,C0126,U003,10091.7,Proposal,Won,12/29/2025,20/02/2026
D0840,C0218,U008,53513.07,Won,Won,2026/03/12,2026-04-24
D0841,C0226,U003,22630.82,prospect,closed,2026/01/04,
D0842,C0015,U002,67539.85,qualified,lost,N/A,08-05-2026
D0843,C0072,U013,2304.36,negotiation ,Open,11/05/2025,
D0844,C0402,U006,,proposal sent,closed,11/11/2025,
D0845,C0140,U012,64642.8,PROSPECT,Lost,03/13/2026,
D0846,C0248,U008,11458.13,prospect,Won,2025/11/25,2026/01/20
D0847,C0010,U005,,Prospect,open,04/06/2026,
D0848,C0269,U009,2858.74,prospect,lost,09/02/2026,05-05-2026
D0849,C0160,U013,47963.59,Closed Won,Lost,31/10/2025,13/11/2025
D0850,C0248,U014,10079 USD,Prospecting,lost,12/25/2025,17-03-2026
D0851,C0435,U012,8849.4,Won,won,2025/12/25,2026-01-18
D0852,C0130,U013,5508.28,prospect,Open,2026/02/02,
D0853,C0192,U005,"$50,218.34",qualified,OPEN,01/25/2026,
D0854,C0447,U014,57297.64,Won,,09/01/2026,
D0855,C0141,U006,,closed-lost,won,2026/06/12,06/26/2026
D0856,C0333,U011,7774.56,Proposal,Open,04/16/2026,
D0857,C0195,U004,18923.23,closed-lost,Open,16-04-2026,01-06-2026
D0858,C0358,U008,"$10,322.65",Qualified,closed,23/04/2026,N/A
D0859,C0437,U010,,Lost,won,07-06-2026,2026/07/31
D0860,C0327,U002,74662.39,Qualified,,28/02/2026,
D0861,C0014,U008,"$30,888.39",Lost,,29-06-2026,
D0862,C0075,U007,29367.25,Lost,Lost,2025-12-25,03/03/2026
D0863,C0097,U005,51103.11,Proposal,Lost,21/06/2026,2026-07-16
D0864,C0326,U004,"$5,937.00",Prospecting,won,2026-01-08,25-01-2026
D0865,C0113,U010,9958.91,closed won,Lost,19-11-2025,01/11/2026
D0866,C0398,U004,"$25,546.22",Closed Won,Won,2026/01/20,09-04-2026
D0867,C0430,U012,"$27,811.89",proposal sent,OPEN,27/01/2026,
D0868,C0007,U011,3239.04,closed-lost,Lost,06/13/2026,2026-07-28
D0869,C0300,U006,74413.75,closed-lost,open,,
D0870,C0344,U005,43512.73,proposal sent,closed,2025-11-11,
D0871,C0372,U006,,Closed Lost,,07-12-2025,23-01-2026
D0872,C0152,U012,66172.95,negotiation ,closed,2026/02/12,
D0873,C0136,U011,13849.68,Lost,open,01/21/2026,
D0874,C0015,U004,63654 USD,Won,lost,2025-12-14,2026/01/12
D0875,C0226,U009,30628.56,qualified,Won,12-02-2026,2026-05-12
D0876,C0292,U009,37693.88,negotiation ,Open,05-06-2026,
D0877,C0005,U008,58357.08,Qualified,,2026/04/16,
D0878,C0153,U008,"$68,282.05",Negotiation,Open,,
D0879,C0299,U002,27036.1,prospect,,2026-01-09,
D0880,C0069,U006,57054.72,Negotiation,closed,2026-06-01,
D0881,C0072,U012,,Proposal,Lost,,03/23/2026
D0882,C0410,U011,"$82,236.72",closed won,Lost,02-03-2026,04/25/2026
D0883,C0284,U007,58557 USD,negotiation ,OPEN,2026/01/29,
D0884,C0154,U002,47076.86,Negotiation,,04/01/2026,
D0885,C0265,U008,79562.46,negotiation ,closed,09/06/2026,
D0886,C0208,U008,3706.25,Prospect,closed,05/13/2026,
D0887,C0152,U013,32654.78,proposal sent,closed,11-05-2026,
D0888,C0426,U007,1997.06,Qualified,Lost,29/05/2026,2026-08-25
D0889,C0028,U005,,Prospecting,lost,26-06-2026,2026-09-13
D0890,C0375,U010,60081.32,Lost,open,08/05/2026,
D0891,C0341,U011,27459.38,Qualified,Won,,02/27/2026
D0892,C0057,U002,"$51,916.52",Prospect,OPEN,12/06/2025,
D0893,C0012,U014,34124.61,Lost,,17/02/2026,N/A
D0894,C0413,U004,58390.26,,Won,13/05/2026,2026-08-02
D0895,C0092,U003,44211.5,proposal sent,OPEN,26/06/2026,
D0896,C0337,U002,24477.64,closed-lost,lost,17/05/2026,13/08/2026
D0897,C0073,U001,11530.56,Negotiation,,2025-11-28,
D0898,C0450,U011,81893.51,Closed Lost,open,12-02-2026,
D0899,C0079,U006,19100.14,Lost,closed,2026/04/26,
D0900,C0331,U003,61217.72,Closed Won,lost,05-12-2025,2026-02-04
D0860,C0327,U002,74662.39,Qualified,,28/02/2026,
D0661,C0115,U014,"$18,685.76",negotiation ,lost,11/27/2025,12/31/2025
D0496,C0369,U014,59550.04,,lost,05/21/2026,07/21/2026
D0386,C0020,U007,76354.47,Proposal,Won,2026-04-07,29/05/2026
D0484,C0214,U011,"$24,271.45",prospect,won,03-11-2025,11/26/2025
D0621,C0448,U007,"$47,471.09",qualified,lost,27/04/2026,06/01/2026
D0675,C0041,U009,,Proposal,Lost,2025/11/26,20/12/2025
D0185,C0139,U014,62703.23,Closed Won,OPEN,19-03-2026,16/06/2026
D0590,C0414,U011,49020.04,closed won,Open,2026/04/26,2026/06/03
D0726,C0367,U011,52326.7,Closed Won,won,20-12-2025,2026/03/19
D0520,C0060,U005,76961.81,closed-lost,Lost,2026-06-24,2026/08/05
D0795,C0201,U009,62094.96,Proposal,lost,2026-05-18,2026/07/10
D0675,C0041,U009,,Proposal,Lost,2025/11/26,20/12/2025
D0539,C0314,U004,"$57,199.21",Negotiation,Open,2026/05/26,
D0266,C0055,U002,5155.4,Lost,Open,2026-05-15,
D0133,C0046,U013,"$61,917.56",Lost,Open,11/08/2025,
D0715,C0178,U010,"$19,021.60",,closed,12/16/2025,
D0332,C0209,U002,39234.18,closed-lost,won,23-05-2026,12-07-2026
D0603,C0329,U011,44687.28,Prospect,,2026-03-25,
D0595,C0024,U005,"$38,979.94",Won,closed,2026-05-12,
