customer_id,customer_type,region,product_tier,lifetime_value,churn,support_tickets,retention_days,feature_adoption_score,nps_score
CUST_5122,SMB,EMEA,Silver,7226.02,0,9,228,57.0,10.6
CUST_5183,SMB,APAC,Gold,11141.38,0,3,562,63.4,51.6
CUST_5202,SMB,AMER,Gold,6131.4,1,9,466,45.9,31.0
CUST_5438,SMB,APAC,Silver,9943.7,0,5,556,74.0,34.3
CUST_5246,SMB,APAC,Gold,7997.29,0,8,338,73.3,40.6
CUST_5415,SMB,AMER,Silver,8139.12,0,4,460,44.2,57.4
CUST_5932,Startup,EMEA,Silver,3953.21,0,4,154,19.2,18.5
CUST_5765,Startup,EMEA,Silver,2709.67,0,1,142,48.6,30.1
CUST_5906,Startup,APAC,Free,3452.33,0,5,59,48.6,21.4
CUST_5835,Startup,APAC,Free,2256.78,0,2,101,22.3,36.5
CUST_5887,Startup,AMER,Free,1714.55,0,3,96,40.1,9.6
CUST_5129,SMB,EMEA,Gold,8575.23,0,6,141,65.8,58.1
CUST_5637,Startup,APAC,Free,1727.41,0,1,198,50.3,-13.7
CUST_5402,SMB,EMEA,Gold,8536.77,1,5,227,53.9,41.8
CUST_5784,Startup,APAC,Silver,1544.79,0,4,238,17.5,11.9
CUST_5770,Startup,AMER,Free,1331.9,0,4,140,51.5,20.8
CUST_5735,Startup,AMER,Silver,3631.6,0,4,186,50.2,13.7
CUST_5913,Startup,EMEA,Silver,2228.23,0,1,160,20.3,15.2
CUST_5219,SMB,EMEA,Silver,10944.56,0,4,566,71.0,47.4
CUST_5641,Startup,AMER,Free,1966.24,0,3,60,38.0,27.0
CUST_5915,Startup,AMER,Silver,2308.38,0,4,192,39.6,8.5
CUST_5752,Startup,AMER,Free,2883.12,1,3,145,16.4,-4.1
CUST_5806,Startup,EMEA,Silver,3803.1,0,2,92,46.1,2.1
CUST_5919,Startup,APAC,Silver,1420.34,0,4,254,31.6,12.0
CUST_5624,Startup,AMER,Silver,2854.76,0,2,259,24.1,-8.9
CUST_5874,Startup,EMEA,Free,1076.16,0,1,82,51.5,7.1
CUST_5760,Startup,AMER,Free,1455.02,0,2,39,45.2,26.4
CUST_5386,SMB,APAC,Gold,6974.24,0,6,164,75.2,34.4
CUST_5972,Startup,APAC,Free,3197.72,0,6,194,24.2,8.9
CUST_5509,Startup,APAC,Silver,3177.16,0,8,274,22.2,-10.8
CUST_5267,SMB,EMEA,Gold,9917.39,0,3,335,75.4,56.7
CUST_5819,Startup,AMER,Free,2005.59,0,4,134,33.3,-11.7
CUST_5441,SMB,EMEA,Gold,11906.48,1,7,257,52.0,54.9
CUST_5496,Startup,APAC,Free,2750.97,0,3,265,20.7,-4.5
CUST_5112,SMB,APAC,Gold,11507.88,0,8,546,43.2,38.3
CUST_5691,Startup,AMER,Silver,2276.31,0,1,295,32.3,28.3
CUST_5232,SMB,EMEA,Gold,9038.33,0,4,315,59.9,55.9
CUST_5869,Startup,APAC,Free,3838.35,0,6,260,29.9,-17.9
CUST_5607,Startup,APAC,Silver,2092.81,0,6,48,30.7,30.5
CUST_5671,Startup,AMER,Free,3690.3,0,0,77,18.0,30.9
CUST_5373,SMB,APAC,Gold,9781.05,0,4,550,75.5,10.4
CUST_5981,Startup,AMER,Free,3312.74,0,3,290,19.4,32.5
CUST_5842,Startup,AMER,Silver,1534.11,0,5,253,52.5,24.2
CUST_5233,SMB,APAC,Gold,8447.62,1,7,291,43.8,55.6
CUST_5785,Startup,AMER,Free,3725.35,0,4,67,47.8,4.1
CUST_5676,Startup,APAC,Silver,1336.12,0,2,102,31.0,36.5
CUST_5317,SMB,APAC,Silver,6213.06,0,6,227,73.2,46.7
CUST_5648,Startup,AMER,Free,3367.51,0,1,48,39.0,18.2
CUST_5410,SMB,AMER,Gold,7235.2,0,6,505,61.1,54.7
CUST_5898,Startup,APAC,Silver,1039.01,0,3,251,46.8,-5.0
CUST_5709,Startup,EMEA,Silver,3044.51,0,2,293,44.1,5.3
CUST_5358,SMB,AMER,Gold,11581.61,0,2,493,69.4,20.8
CUST_5258,SMB,AMER,Silver,8990.43,1,2,168,43.8,29.6
CUST_5744,Startup,AMER,Silver,1696.64,0,5,75,16.0,28.2
CUST_5627,Startup,APAC,Free,3242.41,0,3,185,51.5,19.2
CUST_5632,Startup,AMER,Free,2535.03,0,2,299,35.5,35.2
CUST_5282,SMB,EMEA,Gold,7629.08,0,3,544,71.7,43.3
CUST_5376,SMB,APAC,Silver,10914.13,0,8,294,49.3,28.3
CUST_5384,SMB,AMER,Gold,10145.5,0,2,410,73.9,41.5
CUST_5224,SMB,AMER,Gold,6856.42,0,8,430,73.7,23.1
CUST_5953,Startup,AMER,Free,3743.24,0,3,97,51.4,16.1
CUST_5814,Startup,APAC,Silver,3609.69,0,6,145,46.1,3.5
CUST_5472,Startup,AMER,Free,1129.48,0,1,231,38.3,-2.4
CUST_5347,SMB,EMEA,Gold,5317.13,0,2,475,69.3,20.1
CUST_5505,Startup,EMEA,Free,1487.85,0,3,198,31.9,19.9
CUST_5639,Startup,APAC,Free,2131.85,0,4,268,26.6,-5.7
CUST_5987,Startup,EMEA,Free,2304.48,0,2,260,50.0,2.5
CUST_5928,Startup,EMEA,Free,2900.43,0,3,102,24.7,27.1
CUST_5905,Startup,AMER,Free,3678.02,0,2,101,25.5,15.1
CUST_5619,Startup,AMER,Free,3244.78,0,0,106,24.5,-2.1
CUST_5855,Startup,AMER,Free,1572.06,0,3,216,44.2,11.4
CUST_5803,Startup,APAC,Silver,2820.15,0,4,219,44.8,32.4
CUST_5645,Startup,APAC,Silver,3671.58,0,2,157,32.2,-8.0
CUST_5846,Startup,AMER,Silver,1256.05,0,4,221,47.8,35.8
CUST_5556,Startup,APAC,Silver,1402.05,0,1,226,45.0,-3.3
CUST_5957,Startup,EMEA,Silver,1140.9,0,4,225,17.3,-19.5
CUST_5577,Startup,APAC,Free,3779.76,0,2,44,22.5,-10.5
CUST_5795,Startup,EMEA,Silver,3616.37,0,1,225,47.1,17.0
CUST_5085,SMB,EMEA,Gold,7276.28,0,9,599,68.6,59.7
CUST_5242,SMB,EMEA,Gold,11404.05,0,5,464,76.1,41.9
CUST_5698,Startup,APAC,Free,1463.09,0,4,172,19.3,-13.4
CUST_5159,SMB,APAC,Silver,10097.51,1,6,574,60.1,26.2
CUST_5524,Startup,APAC,Silver,3514.99,0,4,39,32.8,17.0
CUST_5035,Enterprise,EMEA,Gold,168503.84,0,2,927,99.6,67.2
CUST_5540,Startup,AMER,Free,3862.15,0,5,162,38.1,28.4
CUST_5170,SMB,AMER,Silver,9742.95,0,3,426,47.3,58.5
CUST_5654,Startup,EMEA,Silver,2294.98,0,1,265,15.6,-10.8
CUST_5890,Startup,APAC,Free,3166.8,0,3,130,46.5,28.2
CUST_5857,Startup,APAC,Silver,2416.2,0,2,44,52.2,36.0
CUST_5847,Startup,AMER,Silver,3990.62,0,3,189,23.4,1.9
CUST_5944,Startup,AMER,Free,1619.26,0,2,178,15.8,-3.4
CUST_5733,Startup,EMEA,Free,2569.2,0,2,275,48.1,32.5
CUST_5095,SMB,AMER,Silver,8456.57,0,6,415,64.3,13.9
CUST_5563,Startup,APAC,Free,1043.63,0,4,83,26.7,7.1
CUST_5240,SMB,EMEA,Gold,11583.21,0,2,549,64.4,47.9
CUST_5742,Startup,APAC,Free,3242.83,0,2,49,50.9,37.2
CUST_5574,Startup,AMER,Free,3587.09,0,2,30,20.9,-18.6
CUST_5690,Startup,APAC,Free,1971.04,0,3,95,44.3,-18.3
CUST_5460,Startup,APAC,Silver,1352.58,0,1,194,38.2,39.2
CUST_5553,Startup,EMEA,Silver,2682.81,0,2,39,24.2,22.3
CUST_5888,Startup,EMEA,Free,1298.32,0,3,271,42.4,-4.1
CUST_5206,SMB,EMEA,Silver,5710.3,0,6,412,42.2,10.1
CUST_5392,SMB,AMER,Silver,7604.13,0,3,426,58.9,55.1
CUST_5794,Startup,EMEA,Free,1054.33,1,4,139,27.0,26.2
CUST_5397,SMB,AMER,Silver,8002.96,0,4,501,78.5,42.2
CUST_5766,Startup,AMER,Free,3287.38,0,0,162,26.9,21.3
CUST_5848,Startup,AMER,Free,2506.59,0,4,236,24.6,31.5
CUST_5217,SMB,APAC,Gold,10225.44,0,6,245,41.4,43.5
CUST_5004,Enterprise,AMER,Platinum,129361.12,0,0,936,96.5,83.3
CUST_5768,Startup,APAC,Free,2026.25,0,4,112,20.5,7.5
CUST_5642,Startup,AMER,Free,1634.34,0,3,133,31.1,29.5
CUST_5929,Startup,APAC,Silver,1773.66,1,4,55,41.9,-8.9
CUST_5612,Startup,AMER,Free,2883.7,0,3,76,36.1,26.8
CUST_5738,Startup,AMER,Free,2317.4,0,4,81,45.5,27.1
CUST_5546,Startup,AMER,Free,1340.67,0,4,138,48.6,-4.3
CUST_5725,Startup,APAC,Silver,3525.49,1,0,123,54.7,29.5
CUST_5683,Startup,APAC,Silver,3005.93,0,1,68,16.8,11.9
CUST_5098,SMB,APAC,Gold,5177.93,0,3,452,74.7,15.3
CUST_5804,Startup,AMER,Free,2272.39,0,3,123,23.5,10.5
CUST_5727,Startup,EMEA,Free,3385.8,0,5,228,41.5,13.4
CUST_5573,Startup,AMER,Silver,2866.26,0,2,233,23.1,-0.6
CUST_5406,SMB,APAC,Gold,7724.41,0,3,293,56.2,23.0
CUST_5502,Startup,APAC,Silver,1928.58,1,3,254,37.7,36.6
CUST_5047,Enterprise,EMEA,Platinum,151204.08,0,3,1095,86.1,92.6
CUST_5032,Enterprise,EMEA,Gold,123903.1,0,3,734,90.7,69.9
CUST_5779,Startup,AMER,Free,2923.44,0,3,52,27.1,-17.5
CUST_5839,Startup,AMER,Silver,2896.79,0,0,97,19.9,36.7
CUST_5200,SMB,AMER,Gold,9494.22,0,9,166,47.5,41.5
CUST_5134,SMB,EMEA,Silver,11600.37,0,3,376,67.2,27.4
CUST_5027,Enterprise,AMER,Platinum,150854.07,0,2,1077,79.2,75.6
CUST_5880,Startup,EMEA,Silver,1693.22,0,2,295,45.5,-10.5
CUST_5230,SMB,APAC,Gold,10563.68,0,3,274,58.3,41.8
CUST_5489,Startup,APAC,Silver,3670.79,0,4,217,28.1,10.4
CUST_5772,Startup,AMER,Free,1382.47,0,5,187,37.4,17.5
CUST_5378,SMB,AMER,Silver,10701.28,0,1,527,52.2,10.1
CUST_5288,SMB,APAC,Gold,7005.79,1,1,230,47.4,56.1
CUST_5418,SMB,AMER,Gold,9707.63,0,4,342,75.8,27.9
CUST_5674,Startup,AMER,Silver,2231.19,0,6,168,50.9,10.2
CUST_5391,SMB,EMEA,Silver,7888.32,1,6,254,73.6,38.6
CUST_5592,Startup,APAC,Silver,1545.64,0,3,276,33.4,17.2
CUST_5498,Startup,AMER,Free,3923.18,0,3,191,17.2,29.4
CUST_5138,SMB,APAC,Silver,7545.41,0,3,455,49.4,60.0
CUST_5062,SMB,AMER,Silver,10801.16,0,5,123,61.1,50.5
CUST_5471,Startup,APAC,Silver,3909.64,0,3,111,50.3,-19.3
CUST_5647,Startup,APAC,Free,3037.31,0,2,282,26.9,21.5
CUST_5128,SMB,EMEA,Gold,5048.66,0,3,538,62.3,31.8
CUST_5976,Startup,AMER,Free,2785.23,0,3,85,42.6,-10.8
CUST_5520,Startup,EMEA,Silver,2782.39,1,3,259,20.3,-3.1
CUST_5838,Startup,EMEA,Silver,2741.77,0,1,52,49.4,14.9
CUST_5962,Startup,AMER,Silver,1736.05,0,1,229,28.6,20.3
CUST_5064,SMB,AMER,Silver,6966.54,0,3,285,74.3,16.4
CUST_5812,Startup,AMER,Silver,1373.99,0,2,219,50.0,-18.7
CUST_5014,Enterprise,APAC,Platinum,130909.5,0,0,815,78.6,70.1
CUST_5156,SMB,AMER,Gold,9704.95,0,2,238,50.0,35.0
CUST_5040,Enterprise,EMEA,Platinum,127322.29,0,2,782,95.4,79.0
CUST_5492,Startup,APAC,Free,1832.14,0,2,70,38.3,24.6
CUST_5379,SMB,EMEA,Gold,6972.98,0,10,115,47.0,34.9
CUST_5187,SMB,EMEA,Gold,8886.41,1,5,168,42.8,10.1
CUST_5763,Startup,AMER,Free,3231.84,0,3,248,34.3,2.4
CUST_5216,SMB,APAC,Gold,7277.8,1,3,101,40.2,46.4
CUST_5791,Startup,EMEA,Silver,2758.69,0,1,197,31.0,19.6
CUST_5052,SMB,APAC,Gold,11576.49,0,6,566,41.2,54.3
CUST_5878,Startup,EMEA,Free,1081.29,0,4,87,24.9,26.3
CUST_5337,SMB,AMER,Silver,9925.61,0,5,511,62.9,22.8
CUST_5748,Startup,APAC,Silver,3719.42,0,0,90,24.4,13.0
CUST_5719,Startup,APAC,Silver,3192.6,0,3,78,37.5,37.9
CUST_5724,Startup,EMEA,Free,2723.42,0,2,235,53.8,-7.1
CUST_5295,SMB,AMER,Silver,8655.7,0,5,217,62.0,34.2
CUST_5701,Startup,EMEA,Silver,1155.47,0,1,187,16.5,19.2
CUST_5251,SMB,APAC,Silver,7695.68,0,3,479,40.8,12.6
CUST_5726,Startup,AMER,Free,1419.32,0,6,254,46.6,39.2
CUST_5461,Startup,AMER,Silver,2947.63,0,3,154,37.2,32.9
CUST_5455,Startup,EMEA,Free,2477.88,0,4,155,35.9,15.6
CUST_5996,Startup,APAC,Free,3751.94,0,9,76,54.1,-5.2
CUST_5815,Startup,APAC,Free,2556.51,0,2,206,25.8,14.6
CUST_5862,Startup,AMER,Silver,2573.17,0,3,57,50.7,6.5
CUST_5269,SMB,APAC,Gold,7055.14,0,3,195,74.3,50.0
CUST_5201,SMB,EMEA,Silver,5588.98,1,5,500,66.1,55.4
CUST_5161,SMB,AMER,Gold,9426.14,0,7,178,73.7,13.3
CUST_5555,Startup,APAC,Free,2210.45,0,4,234,40.2,-13.3
CUST_5729,Startup,AMER,Silver,1490.97,0,6,75,21.9,3.9
CUST_5401,SMB,AMER,Silver,11317.87,0,5,589,69.2,59.3
CUST_5702,Startup,AMER,Free,2009.81,0,0,170,27.6,10.1
CUST_5476,Startup,APAC,Free,1221.39,0,3,106,50.9,34.8
CUST_5821,Startup,APAC,Silver,1013.9,0,4,38,50.5,5.5
CUST_5771,Startup,EMEA,Silver,3539.36,0,1,105,39.3,13.5
CUST_5105,SMB,AMER,Silver,6745.05,0,4,202,66.5,45.2
CUST_5565,Startup,AMER,Silver,2769.75,0,3,244,49.1,-13.0
CUST_5389,SMB,EMEA,Silver,10647.84,0,1,388,51.8,26.5
CUST_5001,Enterprise,EMEA,Gold,177042.86,0,2,876,88.5,70.0
CUST_5937,Startup,APAC,Free,3742.9,0,2,227,42.1,-5.6
CUST_5982,Startup,EMEA,Free,1319.79,0,6,252,31.2,10.7
CUST_5561,Startup,EMEA,Silver,1638.89,0,1,159,40.5,-10.2
CUST_5080,SMB,APAC,Gold,11041.72,0,1,481,51.7,35.7
CUST_5205,SMB,AMER,Silver,5064.38,0,8,241,69.4,44.9
CUST_5034,Enterprise,AMER,Platinum,177937.92,0,2,1151,81.4,64.1
CUST_5775,Startup,AMER,Free,1449.75,0,4,151,25.4,27.4
CUST_5508,Startup,EMEA,Free,3849.4,0,0,193,47.3,5.5
CUST_5427,SMB,EMEA,Silver,11213.93,0,5,397,67.4,30.4
CUST_5454,Startup,APAC,Free,1333.59,1,5,77,52.4,10.0
CUST_5366,SMB,EMEA,Gold,11728.33,0,2,381,73.0,49.9
CUST_5091,SMB,EMEA,Gold,9992.71,0,7,160,50.6,53.0
CUST_5339,SMB,AMER,Gold,5684.84,1,3,387,41.1,31.0
CUST_5897,Startup,AMER,Free,3689.01,0,3,247,38.8,13.0
CUST_5564,Startup,AMER,Free,2051.76,0,6,294,31.0,-19.0
CUST_5345,SMB,EMEA,Gold,9310.95,0,4,346,73.3,34.4
CUST_5776,Startup,EMEA,Free,1687.75,0,4,70,26.7,2.4
CUST_5241,SMB,EMEA,Gold,11677.5,0,2,132,41.6,36.6
CUST_5013,Enterprise,AMER,Gold,132740.35,0,1,992,84.2,77.7
CUST_5315,SMB,AMER,Gold,9871.82,0,8,205,47.8,24.3
CUST_5600,Startup,AMER,Free,1506.81,0,3,182,36.6,-1.9
CUST_5387,SMB,APAC,Gold,6242.08,0,1,524,72.2,17.7
CUST_5273,SMB,EMEA,Gold,11392.68,1,7,125,48.5,24.4
CUST_5166,SMB,AMER,Gold,7245.46,0,0,250,41.0,24.6
CUST_5840,Startup,APAC,Silver,1039.28,0,2,122,32.3,28.7
CUST_5992,Startup,AMER,Free,1816.44,0,2,67,44.3,17.9
CUST_5646,Startup,APAC,Free,2780.78,0,3,239,54.4,7.1
CUST_5818,Startup,EMEA,Free,1164.28,0,5,238,17.1,39.1
CUST_5484,Startup,AMER,Free,2752.94,0,2,57,28.6,34.4
CUST_5980,Startup,APAC,Free,2002.73,0,4,198,52.2,-12.4
CUST_5504,Startup,APAC,Silver,3054.19,0,3,99,17.2,17.4
CUST_5831,Startup,EMEA,Free,2357.32,0,4,250,51.5,30.4
CUST_5243,SMB,APAC,Silver,7591.11,0,4,112,62.3,57.7
CUST_5566,Startup,APAC,Free,2176.73,0,2,72,35.0,-8.9
CUST_5875,Startup,APAC,Free,1468.46,0,1,83,31.4,34.7
CUST_5562,Startup,APAC,Silver,1409.11,0,3,161,26.5,6.2
CUST_5686,Startup,AMER,Free,2714.84,0,0,106,47.4,-13.3
CUST_5189,SMB,AMER,Silver,6692.97,0,4,213,57.4,27.2
CUST_5782,Startup,AMER,Silver,1755.4,0,4,42,19.1,31.1
CUST_5699,Startup,EMEA,Free,2443.42,0,2,62,32.4,31.7
CUST_5475,Startup,EMEA,Silver,3978.89,0,3,161,48.8,-16.2
CUST_5681,Startup,EMEA,Free,1773.71,0,1,131,45.4,-18.8
CUST_5510,Startup,AMER,Free,2840.25,0,1,37,53.4,28.4
CUST_5058,SMB,AMER,Silver,5316.59,0,9,448,66.4,19.0
CUST_5474,Startup,AMER,Silver,2583.1,0,1,66,33.5,2.6
CUST_5560,Startup,APAC,Free,3112.24,0,2,77,26.5,-0.8
CUST_5856,Startup,EMEA,Free,1109.65,0,3,243,36.3,-17.3
CUST_5747,Startup,APAC,Free,2630.66,0,1,84,52.4,5.5
CUST_5252,SMB,EMEA,Gold,10957.96,1,4,523,63.3,55.4
CUST_5021,Enterprise,AMER,Platinum,128369.63,0,4,908,90.0,89.2
CUST_5313,SMB,APAC,Silver,11738.54,0,3,360,59.7,17.6
CUST_5459,Startup,AMER,Silver,1356.45,0,2,240,21.9,39.9
CUST_5160,SMB,AMER,Silver,7574.48,0,4,592,71.1,39.4
CUST_5276,SMB,APAC,Gold,10588.07,0,7,511,74.7,17.0
CUST_5955,Startup,AMER,Silver,2149.42,0,4,90,22.9,15.4
CUST_5191,SMB,APAC,Gold,11280.51,0,2,555,60.6,48.6
CUST_5385,SMB,APAC,Silver,10624.37,0,4,586,70.9,14.0
CUST_5805,Startup,APAC,Free,3209.33,0,3,258,15.4,28.5
CUST_5413,SMB,APAC,Silver,9014.07,1,6,505,75.3,50.5
CUST_5491,Startup,EMEA,Silver,2860.4,0,6,134,26.2,30.0
CUST_5343,SMB,AMER,Silver,8036.96,0,5,379,55.7,24.6
CUST_5769,Startup,EMEA,Silver,3463.77,0,3,86,42.5,18.5
CUST_5308,SMB,AMER,Gold,10566.3,0,3,287,50.9,58.4
CUST_5661,Startup,AMER,Free,3959.55,0,3,82,35.5,34.8
CUST_5130,SMB,APAC,Gold,7921.88,0,5,284,40.5,51.7
CUST_5663,Startup,AMER,Free,1711.68,0,7,139,34.8,1.4
CUST_5871,Startup,EMEA,Free,1812.23,0,4,99,37.4,16.1
CUST_5099,SMB,AMER,Silver,5755.24,0,3,448,49.3,19.2
CUST_5372,SMB,AMER,Gold,5661.1,0,2,400,79.9,42.8
CUST_5087,SMB,EMEA,Silver,9462.9,0,3,561,56.1,49.7
CUST_5458,Startup,APAC,Free,1168.91,0,3,66,52.2,34.3
CUST_5330,SMB,EMEA,Gold,7491.81,0,5,91,60.0,27.9
CUST_5214,SMB,EMEA,Silver,9985.25,0,7,280,60.8,19.6
CUST_5466,Startup,APAC,Free,1857.14,0,4,190,39.8,-1.4
CUST_5121,SMB,EMEA,Gold,11272.64,0,4,181,54.0,11.3
CUST_5614,Startup,APAC,Silver,3620.74,0,3,246,23.3,-1.5
CUST_5020,Enterprise,AMER,Platinum,156711.17,0,0,933,75.6,86.4
CUST_5700,Startup,APAC,Free,2597.77,0,2,181,53.9,30.4
CUST_5071,SMB,EMEA,Silver,6391.01,0,8,166,42.6,14.7
CUST_5106,SMB,APAC,Gold,7872.68,0,8,402,49.5,37.9
CUST_5270,SMB,AMER,Silver,10665.53,0,5,282,67.7,54.9
CUST_5860,Startup,APAC,Free,3326.58,0,5,81,46.1,27.7
CUST_5435,SMB,AMER,Gold,9906.78,1,1,162,44.4,54.8
CUST_5102,SMB,EMEA,Silver,7200.49,0,3,413,48.3,45.6
