transaction_id,timestamp,status,payment_method,customer_type,region,device_type,error_message,amount
TXN-107233,2026-01-13 00:33:00,success,credit_card,Startup,US,web,None,75.33
TXN-107234,2026-01-13 00:34:00,success,credit_card,SMB,US,mobile_ios,None,228.52
TXN-107235,2026-01-13 00:35:00,success,credit_card,SMB,EU,mobile_ios,None,103.95
TXN-107236,2026-01-13 00:36:00,success,debit_card,Enterprise,APAC,web,None,2213.41
TXN-107237,2026-01-13 00:37:00,success,crypto,Startup,EU,mobile_android,None,28.44
TXN-107238,2026-01-13 00:38:00,success,debit_card,SMB,APAC,mobile_android,None,328.47
TXN-107239,2026-01-13 00:39:00,success,credit_card,SMB,US,web,None,447.56
TXN-107240,2026-01-13 00:40:00,success,crypto,Startup,EU,web,None,20.85
TXN-107241,2026-01-13 00:41:00,success,bank_transfer,SMB,EU,mobile_ios,None,188.48
TXN-107242,2026-01-13 00:42:00,success,credit_card,SMB,US,mobile_ios,None,321.89
TXN-107243,2026-01-13 00:43:00,success,credit_card,Enterprise,APAC,web,None,1407.14
TXN-107244,2026-01-13 00:44:00,success,credit_card,SMB,LATAM,web,None,348.66
TXN-107245,2026-01-13 00:45:00,success,credit_card,Startup,APAC,mobile_ios,None,26.35
TXN-107246,2026-01-13 00:46:00,success,debit_card,SMB,US,web,None,490.86
TXN-107247,2026-01-13 00:47:00,success,crypto,SMB,US,web,None,369.75
TXN-107248,2026-01-13 00:48:00,success,credit_card,Enterprise,EU,web,None,2160.19
TXN-107249,2026-01-13 00:49:00,success,crypto,SMB,US,web,None,306.49
TXN-107250,2026-01-13 00:50:00,success,crypto,SMB,LATAM,web,None,166.37
TXN-107251,2026-01-13 00:51:00,success,bank_transfer,Enterprise,US,web,None,2140.11
TXN-107252,2026-01-13 00:52:00,success,credit_card,SMB,APAC,web,None,126.03
TXN-107253,2026-01-13 00:53:00,success,bank_transfer,SMB,US,mobile_ios,None,236.26
TXN-107254,2026-01-13 00:54:00,success,credit_card,Startup,EU,web,None,83.04
TXN-107255,2026-01-13 00:55:00,success,debit_card,Enterprise,US,web,None,1699.89
TXN-107256,2026-01-13 00:56:00,success,credit_card,Startup,US,mobile_ios,None,58.86
TXN-107257,2026-01-13 00:57:00,success,credit_card,SMB,US,web,None,429.34
TXN-107258,2026-01-13 00:58:00,success,debit_card,SMB,EU,web,None,398.51
TXN-107259,2026-01-13 00:59:00,success,credit_card,Startup,APAC,mobile_android,None,63.42
TXN-107260,2026-01-13 01:00:00,success,credit_card,Enterprise,US,web,None,1311.87
TXN-107261,2026-01-13 01:01:00,success,credit_card,SMB,US,web,None,427.98
TXN-107262,2026-01-13 01:02:00,success,debit_card,SMB,EU,web,None,369.38
TXN-107263,2026-01-13 01:03:00,success,credit_card,SMB,APAC,web,None,380.57
TXN-107264,2026-01-13 01:04:00,success,crypto,SMB,US,mobile_ios,None,270.75
TXN-107265,2026-01-13 01:05:00,success,credit_card,Enterprise,US,web,None,1467.89
TXN-107266,2026-01-13 01:06:00,success,credit_card,SMB,US,web,None,194.96
TXN-107267,2026-01-13 01:07:00,success,credit_card,SMB,US,web,None,312.09
TXN-107268,2026-01-13 01:08:00,success,credit_card,Startup,US,mobile_ios,None,92.97
TXN-107269,2026-01-13 01:09:00,success,credit_card,Enterprise,EU,mobile_ios,None,508.15
TXN-107270,2026-01-13 01:10:00,success,credit_card,SMB,LATAM,web,None,370.18
TXN-107271,2026-01-13 01:11:00,success,bank_transfer,SMB,US,web,None,194.13
TXN-107272,2026-01-13 01:12:00,success,debit_card,Enterprise,APAC,mobile_ios,None,2237.43
TXN-107273,2026-01-13 01:13:00,success,credit_card,SMB,EU,web,None,469.35
TXN-107274,2026-01-13 01:14:00,success,credit_card,Enterprise,LATAM,mobile_ios,None,1769.49
TXN-107275,2026-01-13 01:15:00,success,crypto,SMB,APAC,mobile_android,None,280.98
TXN-107276,2026-01-13 01:16:00,success,credit_card,Startup,APAC,mobile_ios,None,82.17
TXN-107277,2026-01-13 01:17:00,success,credit_card,Startup,EU,web,None,59.99
TXN-107278,2026-01-13 01:18:00,success,debit_card,SMB,APAC,web,None,314.76
TXN-107279,2026-01-13 01:19:00,success,debit_card,Startup,US,web,None,57.45
TXN-107280,2026-01-13 01:20:00,success,debit_card,Startup,US,web,None,37.18
TXN-107281,2026-01-13 01:21:00,success,credit_card,SMB,LATAM,mobile_ios,None,320.57
TXN-107282,2026-01-13 01:22:00,success,credit_card,Startup,EU,mobile_ios,None,81.85
TXN-107283,2026-01-13 01:23:00,success,debit_card,SMB,US,mobile_android,None,497.25
TXN-107284,2026-01-13 01:24:00,success,credit_card,SMB,APAC,web,None,339.24
TXN-107285,2026-01-13 01:25:00,success,credit_card,SMB,US,mobile_ios,None,185.84
TXN-107286,2026-01-13 01:26:00,success,credit_card,Startup,US,web,None,72.65
TXN-107287,2026-01-13 01:27:00,success,credit_card,SMB,EU,web,None,336.41
TXN-107288,2026-01-13 01:28:00,success,bank_transfer,Enterprise,EU,web,None,555.79
TXN-107289,2026-01-13 01:29:00,success,crypto,Enterprise,EU,web,None,2344.27
TXN-107290,2026-01-13 01:30:00,success,debit_card,Enterprise,US,web,None,1875.81
TXN-107291,2026-01-13 01:31:00,success,credit_card,SMB,LATAM,web,None,477.35
TXN-107292,2026-01-13 01:32:00,success,credit_card,Startup,LATAM,mobile_ios,None,72.56
TXN-107293,2026-01-13 01:33:00,success,credit_card,SMB,US,web,None,120.62
TXN-107294,2026-01-13 01:34:00,success,credit_card,Enterprise,US,web,None,558.34
TXN-107295,2026-01-13 01:35:00,success,bank_transfer,Startup,US,mobile_ios,None,20.69
TXN-107296,2026-01-13 01:36:00,success,credit_card,SMB,APAC,web,None,408.53
TXN-107297,2026-01-13 01:37:00,success,credit_card,SMB,APAC,web,None,320.56
TXN-107298,2026-01-13 01:38:00,success,credit_card,SMB,EU,mobile_ios,None,404.42
TXN-107299,2026-01-13 01:39:00,success,debit_card,Startup,APAC,mobile_ios,None,45.18
TXN-107300,2026-01-13 01:40:00,success,credit_card,SMB,EU,web,None,126.73
TXN-107301,2026-01-13 01:41:00,success,credit_card,Enterprise,EU,web,None,1415.74
TXN-107302,2026-01-13 01:42:00,success,credit_card,SMB,US,web,None,274.31
TXN-107303,2026-01-13 01:43:00,success,crypto,Startup,US,web,None,88.76
TXN-107304,2026-01-13 01:44:00,success,credit_card,SMB,US,mobile_ios,None,465.93
TXN-107305,2026-01-13 01:45:00,success,bank_transfer,Enterprise,EU,web,None,530.87
TXN-107306,2026-01-13 01:46:00,success,crypto,Enterprise,US,web,None,2074.86
TXN-107307,2026-01-13 01:47:00,success,credit_card,SMB,US,web,None,323.98
TXN-107308,2026-01-13 01:48:00,success,debit_card,SMB,US,web,None,467.01
TXN-107309,2026-01-13 01:49:00,success,credit_card,SMB,EU,web,None,171.34
TXN-107310,2026-01-13 01:50:00,success,bank_transfer,Startup,LATAM,web,None,70.2
TXN-107311,2026-01-13 01:51:00,success,credit_card,Startup,APAC,web,None,68.95
TXN-107312,2026-01-13 01:52:00,failed,credit_card,SMB,EU,mobile_android,Insufficient funds,395.79
TXN-107313,2026-01-13 01:53:00,success,credit_card,SMB,APAC,web,None,399.35
TXN-107314,2026-01-13 01:54:00,success,credit_card,Enterprise,US,web,None,1920.17
TXN-107315,2026-01-13 01:55:00,success,bank_transfer,Startup,US,web,None,49.79
TXN-107316,2026-01-13 01:56:00,success,credit_card,SMB,US,mobile_android,None,322.17
TXN-107317,2026-01-13 01:57:00,success,debit_card,Enterprise,US,mobile_ios,None,972.64
TXN-107318,2026-01-13 01:58:00,success,credit_card,Startup,EU,web,None,47.21
TXN-107319,2026-01-13 01:59:00,success,bank_transfer,Startup,US,mobile_android,None,59.78
TXN-107320,2026-01-13 02:00:00,success,credit_card,Enterprise,APAC,mobile_android,None,2301.81
TXN-107321,2026-01-13 02:01:00,success,credit_card,Enterprise,US,web,None,2323.35
TXN-107322,2026-01-13 02:02:00,success,credit_card,SMB,US,web,None,326.23
TXN-107323,2026-01-13 02:03:00,success,debit_card,SMB,LATAM,mobile_android,None,115.59
TXN-107324,2026-01-13 02:04:00,success,credit_card,Startup,US,web,None,90.41
TXN-107325,2026-01-13 02:05:00,success,credit_card,SMB,EU,web,None,158.89
TXN-107326,2026-01-13 02:06:00,success,credit_card,SMB,US,web,None,248.97
TXN-107327,2026-01-13 02:07:00,success,debit_card,Startup,US,web,None,58.76
TXN-107328,2026-01-13 02:08:00,success,credit_card,SMB,EU,mobile_ios,None,421.87
TXN-107329,2026-01-13 02:09:00,success,debit_card,SMB,EU,web,None,305.31
TXN-107330,2026-01-13 02:10:00,success,credit_card,SMB,US,web,None,472.6
TXN-107331,2026-01-13 02:11:00,success,crypto,Startup,APAC,web,None,60.18
TXN-107332,2026-01-13 02:12:00,success,bank_transfer,SMB,EU,web,None,315.54
TXN-107333,2026-01-13 02:13:00,success,credit_card,SMB,US,web,None,462.85
TXN-107334,2026-01-13 02:14:00,success,credit_card,Enterprise,US,mobile_android,None,645.08
TXN-107335,2026-01-13 02:15:00,success,credit_card,Startup,APAC,web,None,67.88
TXN-107336,2026-01-13 02:16:00,success,credit_card,SMB,EU,mobile_ios,None,202.07
TXN-107337,2026-01-13 02:17:00,success,credit_card,SMB,US,web,None,491.08
TXN-107338,2026-01-13 02:18:00,success,debit_card,Startup,US,web,None,31.72
TXN-107339,2026-01-13 02:19:00,success,credit_card,Startup,US,web,None,79.39
TXN-107340,2026-01-13 02:20:00,success,bank_transfer,Startup,US,web,None,92.29
TXN-107341,2026-01-13 02:21:00,success,credit_card,Enterprise,US,mobile_android,None,1206.77
TXN-107342,2026-01-13 02:22:00,success,debit_card,Startup,LATAM,web,None,91.12
TXN-107343,2026-01-13 02:23:00,success,credit_card,SMB,APAC,web,None,227.22
TXN-107344,2026-01-13 02:24:00,success,credit_card,Enterprise,APAC,mobile_ios,None,977.86
TXN-107345,2026-01-13 02:25:00,success,credit_card,SMB,US,mobile_ios,None,311.23
TXN-107346,2026-01-13 02:26:00,failed,credit_card,SMB,US,mobile_android,Insufficient funds,463.2
TXN-107347,2026-01-13 02:27:00,success,credit_card,Enterprise,US,web,None,1691.7
TXN-107348,2026-01-13 02:28:00,success,debit_card,SMB,EU,mobile_android,None,304.3
TXN-107349,2026-01-13 02:29:00,success,bank_transfer,Startup,US,mobile_ios,None,56.21
TXN-107350,2026-01-13 02:30:00,success,credit_card,SMB,US,web,None,151.47
TXN-107351,2026-01-13 02:31:00,success,credit_card,SMB,US,web,None,148.24
TXN-107352,2026-01-13 02:32:00,success,credit_card,SMB,APAC,mobile_ios,None,367.16
TXN-107353,2026-01-13 02:33:00,success,credit_card,Startup,EU,web,None,35.74
TXN-107354,2026-01-13 02:34:00,success,credit_card,Enterprise,US,mobile_ios,None,1591.39
TXN-107355,2026-01-13 02:35:00,success,debit_card,SMB,APAC,web,None,470.83
TXN-107356,2026-01-13 02:36:00,success,bank_transfer,SMB,APAC,mobile_ios,None,413.19
TXN-107357,2026-01-13 02:37:00,success,bank_transfer,Startup,US,web,None,33.23
TXN-107358,2026-01-13 02:38:00,success,credit_card,Enterprise,US,web,None,1229.71
TXN-107359,2026-01-13 02:39:00,success,crypto,SMB,APAC,web,None,489.48
TXN-107360,2026-01-13 02:40:00,success,debit_card,SMB,US,mobile_android,None,165.36
TXN-107361,2026-01-13 02:41:00,success,credit_card,Startup,APAC,web,None,77.63
TXN-107362,2026-01-13 02:42:00,success,credit_card,SMB,US,web,None,241.7
TXN-107363,2026-01-13 02:43:00,success,crypto,SMB,EU,web,None,394.33
TXN-107364,2026-01-13 02:44:00,success,credit_card,Enterprise,US,web,None,2474.76
TXN-107365,2026-01-13 02:45:00,success,credit_card,Startup,EU,web,None,97.86
TXN-107366,2026-01-13 02:46:00,failed,credit_card,SMB,LATAM,mobile_ios,User cancelled,456.77
TXN-107367,2026-01-13 02:47:00,success,debit_card,SMB,US,web,None,352.19
TXN-107368,2026-01-13 02:48:00,success,credit_card,SMB,US,web,None,176.28
TXN-107369,2026-01-13 02:49:00,success,bank_transfer,SMB,US,mobile_ios,None,367.57
TXN-107370,2026-01-13 02:50:00,success,debit_card,SMB,APAC,mobile_android,None,235.41
TXN-107371,2026-01-13 02:51:00,success,debit_card,SMB,APAC,mobile_ios,None,481.74
TXN-107372,2026-01-13 02:52:00,success,credit_card,Startup,US,web,None,56.9
TXN-107373,2026-01-13 02:53:00,success,debit_card,SMB,LATAM,web,None,196.43
TXN-107374,2026-01-13 02:54:00,success,credit_card,Startup,EU,mobile_android,None,85.51
TXN-107375,2026-01-13 02:55:00,success,credit_card,Enterprise,US,mobile_ios,None,1881.29
TXN-107376,2026-01-13 02:56:00,success,credit_card,Startup,EU,web,None,93.88
TXN-107377,2026-01-13 02:57:00,success,credit_card,SMB,EU,mobile_android,None,127.06
TXN-107378,2026-01-13 02:58:00,success,debit_card,SMB,APAC,mobile_ios,None,265.85
TXN-107379,2026-01-13 02:59:00,success,credit_card,SMB,US,mobile_android,None,267.44
TXN-107380,2026-01-13 03:00:00,success,credit_card,Startup,APAC,mobile_android,None,87.41
TXN-107381,2026-01-13 03:01:00,success,credit_card,Startup,APAC,web,None,69.62
TXN-107382,2026-01-13 03:02:00,success,bank_transfer,SMB,EU,mobile_android,None,237.36
TXN-107383,2026-01-13 03:03:00,success,debit_card,SMB,US,web,None,232.69
TXN-107384,2026-01-13 03:04:00,success,debit_card,Enterprise,LATAM,mobile_ios,None,2062.15
TXN-107385,2026-01-13 03:05:00,success,credit_card,SMB,EU,web,None,357.06
TXN-107386,2026-01-13 03:06:00,success,credit_card,SMB,LATAM,mobile_android,None,487.42
TXN-107387,2026-01-13 03:07:00,success,bank_transfer,SMB,US,web,None,311.27
TXN-107388,2026-01-13 03:08:00,success,credit_card,SMB,LATAM,mobile_android,None,255.79
TXN-107389,2026-01-13 03:09:00,success,credit_card,Startup,APAC,web,None,35.33
TXN-107390,2026-01-13 03:10:00,success,debit_card,Startup,LATAM,mobile_ios,None,87.64
TXN-107391,2026-01-13 03:11:00,success,credit_card,SMB,US,web,None,479.23
TXN-107392,2026-01-13 03:12:00,failed,crypto,Startup,US,mobile_ios,Insufficient funds,24.28
TXN-107393,2026-01-13 03:13:00,success,credit_card,Enterprise,US,web,None,1595.28
TXN-107394,2026-01-13 03:14:00,success,credit_card,Startup,US,mobile_android,None,28.97
TXN-107395,2026-01-13 03:15:00,success,credit_card,Enterprise,US,mobile_ios,None,1773.08
TXN-107396,2026-01-13 03:16:00,failed,credit_card,Startup,LATAM,mobile_ios,Network timeout,83.23
TXN-107397,2026-01-13 03:17:00,success,crypto,SMB,EU,web,None,333.57
TXN-107398,2026-01-13 03:18:00,success,debit_card,SMB,US,web,None,489.61
TXN-107399,2026-01-13 03:19:00,success,credit_card,SMB,LATAM,mobile_android,None,129.83
TXN-107400,2026-01-13 03:20:00,success,credit_card,Enterprise,EU,web,None,1515.62
TXN-107401,2026-01-13 03:21:00,success,debit_card,SMB,LATAM,mobile_android,None,329.44
TXN-107402,2026-01-13 03:22:00,success,debit_card,SMB,LATAM,web,None,165.58
TXN-107403,2026-01-13 03:23:00,success,credit_card,Startup,APAC,web,None,23.86
TXN-107404,2026-01-13 03:24:00,success,credit_card,SMB,US,mobile_android,None,425.68
TXN-107405,2026-01-13 03:25:00,success,credit_card,SMB,LATAM,mobile_ios,None,391.1
TXN-107406,2026-01-13 03:26:00,success,debit_card,SMB,US,web,None,226.95
TXN-107407,2026-01-13 03:27:00,success,bank_transfer,SMB,EU,web,None,435.27
TXN-107408,2026-01-13 03:28:00,success,credit_card,SMB,APAC,mobile_android,None,304.13
TXN-107409,2026-01-13 03:29:00,success,debit_card,Startup,US,web,None,75.48
TXN-107410,2026-01-13 03:30:00,success,credit_card,SMB,EU,web,None,484.75
TXN-107411,2026-01-13 03:31:00,success,credit_card,Enterprise,US,mobile_ios,None,1434.33
TXN-107412,2026-01-13 03:32:00,success,credit_card,SMB,US,web,None,286.02
TXN-107413,2026-01-13 03:33:00,success,crypto,SMB,US,web,None,199.68
TXN-107414,2026-01-13 03:34:00,success,credit_card,SMB,APAC,web,None,149.18
TXN-107415,2026-01-13 03:35:00,success,credit_card,SMB,US,mobile_android,None,394.03
TXN-107416,2026-01-13 03:36:00,success,credit_card,Startup,APAC,mobile_android,None,41.99
TXN-107417,2026-01-13 03:37:00,success,credit_card,SMB,EU,web,None,297.72
TXN-107418,2026-01-13 03:38:00,success,credit_card,SMB,EU,web,None,402.71
TXN-107419,2026-01-13 03:39:00,success,debit_card,Enterprise,APAC,mobile_ios,None,1433.1
TXN-107420,2026-01-13 03:40:00,success,credit_card,Startup,EU,web,None,35.94
TXN-107421,2026-01-13 03:41:00,success,debit_card,Startup,US,mobile_android,None,54.35
TXN-107422,2026-01-13 03:42:00,success,credit_card,Enterprise,US,web,None,1939.08
TXN-107423,2026-01-13 03:43:00,success,credit_card,Startup,EU,web,None,78.87
TXN-107424,2026-01-13 03:44:00,success,credit_card,SMB,EU,mobile_ios,None,431.79
TXN-107425,2026-01-13 03:45:00,success,credit_card,SMB,US,web,None,385.49
TXN-107426,2026-01-13 03:46:00,success,credit_card,Startup,EU,web,None,69.26
TXN-107427,2026-01-13 03:47:00,success,credit_card,Startup,US,web,None,35.53
TXN-107428,2026-01-13 03:48:00,success,debit_card,Startup,APAC,web,None,63.67
TXN-107429,2026-01-13 03:49:00,success,debit_card,Startup,EU,mobile_ios,None,91.56
TXN-107430,2026-01-13 03:50:00,success,credit_card,Startup,LATAM,mobile_ios,None,29.7
TXN-107431,2026-01-13 03:51:00,success,credit_card,Enterprise,EU,web,None,2282.2
TXN-107432,2026-01-13 03:52:00,success,credit_card,SMB,APAC,web,None,485.12
TXN-107433,2026-01-13 03:53:00,success,credit_card,SMB,EU,web,None,407.95
TXN-107434,2026-01-13 03:54:00,success,credit_card,Startup,EU,mobile_ios,None,50.32
TXN-107435,2026-01-13 03:55:00,success,crypto,SMB,US,mobile_ios,None,138.99
TXN-107436,2026-01-13 03:56:00,success,credit_card,Enterprise,US,mobile_android,None,2242.21
TXN-107437,2026-01-13 03:57:00,success,credit_card,Startup,LATAM,web,None,98.83
TXN-107438,2026-01-13 03:58:00,success,credit_card,Startup,US,mobile_ios,None,35.2
TXN-107439,2026-01-13 03:59:00,success,credit_card,SMB,US,mobile_ios,None,434.56
TXN-107440,2026-01-13 04:00:00,success,debit_card,SMB,APAC,mobile_android,None,352.99
TXN-107441,2026-01-13 04:01:00,success,credit_card,Enterprise,EU,web,None,1501.3
TXN-107442,2026-01-13 04:02:00,success,credit_card,SMB,US,web,None,404.54
TXN-107443,2026-01-13 04:03:00,success,debit_card,SMB,US,web,None,308.45
TXN-107444,2026-01-13 04:04:00,success,credit_card,Startup,EU,web,None,63.74
TXN-107445,2026-01-13 04:05:00,success,debit_card,Enterprise,EU,web,None,1881.01
TXN-107446,2026-01-13 04:06:00,success,debit_card,SMB,APAC,mobile_android,None,121.87
TXN-107447,2026-01-13 04:07:00,success,credit_card,SMB,US,mobile_android,None,473.88
TXN-107448,2026-01-13 04:08:00,success,debit_card,SMB,EU,web,None,495.05
TXN-107449,2026-01-13 04:09:00,success,credit_card,SMB,APAC,mobile_ios,None,221.76
TXN-107450,2026-01-13 04:10:00,success,credit_card,Startup,APAC,web,None,28.7
TXN-107451,2026-01-13 04:11:00,success,credit_card,Startup,US,mobile_android,None,36.71
TXN-107452,2026-01-13 04:12:00,success,credit_card,SMB,US,web,None,107.76
TXN-107453,2026-01-13 04:13:00,success,debit_card,Startup,EU,mobile_android,None,20.95
TXN-107454,2026-01-13 04:14:00,success,crypto,SMB,APAC,web,None,327.99
TXN-107455,2026-01-13 04:15:00,success,bank_transfer,SMB,APAC,web,None,257.77
TXN-107456,2026-01-13 04:16:00,success,debit_card,Enterprise,EU,web,None,1571.57
TXN-107457,2026-01-13 04:17:00,success,credit_card,SMB,LATAM,web,None,176.72
TXN-107458,2026-01-13 04:18:00,success,credit_card,Enterprise,US,web,None,1514.52
TXN-107459,2026-01-13 04:19:00,success,credit_card,SMB,APAC,mobile_ios,None,393.2
TXN-107460,2026-01-13 04:20:00,success,credit_card,SMB,APAC,mobile_ios,None,418.79
TXN-107461,2026-01-13 04:21:00,success,credit_card,SMB,LATAM,mobile_android,None,140.4
TXN-107462,2026-01-13 04:22:00,success,bank_transfer,Enterprise,LATAM,web,None,586.85
TXN-107463,2026-01-13 04:23:00,success,credit_card,SMB,EU,mobile_ios,None,152.84
TXN-107464,2026-01-13 04:24:00,success,credit_card,SMB,US,mobile_ios,None,300.01
TXN-107465,2026-01-13 04:25:00,success,credit_card,SMB,EU,mobile_ios,None,313.01
TXN-107466,2026-01-13 04:26:00,success,crypto,SMB,APAC,web,None,394.89
TXN-107467,2026-01-13 04:27:00,success,debit_card,Startup,APAC,web,None,69.22
TXN-107468,2026-01-13 04:28:00,success,debit_card,Enterprise,US,web,None,1738.24
TXN-107469,2026-01-13 04:29:00,success,credit_card,SMB,US,web,None,312.06
TXN-107470,2026-01-13 04:30:00,success,crypto,Enterprise,EU,mobile_android,None,2090.71
TXN-107471,2026-01-13 04:31:00,success,credit_card,Enterprise,EU,mobile_ios,None,656.99
TXN-107472,2026-01-13 04:32:00,success,crypto,Startup,US,mobile_ios,None,76.45
TXN-107473,2026-01-13 04:33:00,success,credit_card,SMB,APAC,web,None,192.18
TXN-107474,2026-01-13 04:34:00,success,credit_card,SMB,US,web,None,470.42
TXN-107475,2026-01-13 04:35:00,success,credit_card,Startup,EU,web,None,74.47
TXN-107476,2026-01-13 04:36:00,success,debit_card,Enterprise,US,mobile_ios,None,988.81
TXN-107477,2026-01-13 04:37:00,success,credit_card,SMB,APAC,web,None,441.18
TXN-107478,2026-01-13 04:38:00,success,crypto,Startup,EU,web,None,45.64
TXN-107479,2026-01-13 04:39:00,success,credit_card,Startup,US,web,None,87.33
TXN-107480,2026-01-13 04:40:00,success,credit_card,SMB,EU,web,None,289.15
TXN-107481,2026-01-13 04:41:00,success,credit_card,SMB,US,web,None,173.92
TXN-107482,2026-01-13 04:42:00,success,credit_card,Startup,LATAM,mobile_android,None,61.66
TXN-107483,2026-01-13 04:43:00,success,credit_card,SMB,APAC,web,None,205.19
TXN-107484,2026-01-13 04:44:00,success,credit_card,Enterprise,APAC,mobile_ios,None,2264.8
TXN-107485,2026-01-13 04:45:00,success,debit_card,SMB,US,mobile_android,None,384.78
TXN-107486,2026-01-13 04:46:00,success,credit_card,SMB,US,web,None,119.88
TXN-107487,2026-01-13 04:47:00,success,bank_transfer,Enterprise,EU,mobile_android,None,1158.07
TXN-107488,2026-01-13 04:48:00,success,debit_card,SMB,US,web,None,166.06
TXN-107489,2026-01-13 04:49:00,success,crypto,Startup,APAC,mobile_android,None,72.86
TXN-107490,2026-01-13 04:50:00,success,credit_card,SMB,US,mobile_android,None,146.4
TXN-107491,2026-01-13 04:51:00,success,credit_card,Enterprise,US,mobile_android,None,741.51
TXN-107492,2026-01-13 04:52:00,success,credit_card,SMB,US,web,None,474.73
TXN-107493,2026-01-13 04:53:00,success,debit_card,Startup,LATAM,mobile_android,None,89.92
TXN-107494,2026-01-13 04:54:00,success,crypto,Enterprise,LATAM,mobile_android,None,1677.6
TXN-107495,2026-01-13 04:55:00,success,credit_card,Enterprise,US,mobile_ios,None,2061.66
TXN-107496,2026-01-13 04:56:00,success,credit_card,SMB,US,web,None,116.59
TXN-107497,2026-01-13 04:57:00,success,crypto,Enterprise,US,web,None,688.15
TXN-107498,2026-01-13 04:58:00,success,credit_card,Startup,US,web,None,74.15
TXN-107499,2026-01-13 04:59:00,success,debit_card,SMB,LATAM,mobile_ios,None,404.31
TXN-107500,2026-01-13 05:00:00,success,credit_card,SMB,EU,web,None,485.65
TXN-107501,2026-01-13 05:01:00,success,crypto,Startup,LATAM,mobile_android,None,78.13
TXN-107502,2026-01-13 05:02:00,success,credit_card,SMB,APAC,web,None,252.15
TXN-107503,2026-01-13 05:03:00,success,credit_card,Enterprise,APAC,web,None,1193.18
TXN-107504,2026-01-13 05:04:00,success,debit_card,SMB,EU,web,None,486.67
TXN-107505,2026-01-13 05:05:00,success,bank_transfer,SMB,APAC,mobile_ios,None,404.05
TXN-107506,2026-01-13 05:06:00,success,credit_card,Enterprise,EU,web,None,666.67
TXN-107507,2026-01-13 05:07:00,success,credit_card,SMB,US,web,None,154.17
TXN-107508,2026-01-13 05:08:00,success,debit_card,SMB,EU,web,None,109.89
TXN-107509,2026-01-13 05:09:00,failed,bank_transfer,SMB,EU,mobile_ios,Network timeout,488.41
TXN-107510,2026-01-13 05:10:00,success,crypto,SMB,LATAM,mobile_ios,None,232.37
TXN-107511,2026-01-13 05:11:00,success,bank_transfer,Startup,EU,web,None,82.36
TXN-107512,2026-01-13 05:12:00,success,credit_card,Startup,US,web,None,34.88
TXN-107513,2026-01-13 05:13:00,success,credit_card,SMB,US,web,None,321.35
TXN-107514,2026-01-13 05:14:00,success,debit_card,Startup,LATAM,web,None,52.28
TXN-107515,2026-01-13 05:15:00,success,crypto,Enterprise,LATAM,mobile_ios,None,942.44
TXN-107516,2026-01-13 05:16:00,success,credit_card,Enterprise,EU,mobile_ios,None,2127.4
TXN-107517,2026-01-13 05:17:00,success,credit_card,SMB,US,web,None,468.93
TXN-107518,2026-01-13 05:18:00,success,debit_card,SMB,US,web,None,150.38
TXN-107519,2026-01-13 05:19:00,success,credit_card,SMB,EU,web,None,287.72
TXN-107520,2026-01-13 05:20:00,success,credit_card,SMB,LATAM,mobile_ios,None,329.13
TXN-107521,2026-01-13 05:21:00,success,credit_card,Enterprise,APAC,web,None,867.74
TXN-107522,2026-01-13 05:22:00,success,debit_card,SMB,LATAM,web,None,107.21
TXN-107523,2026-01-13 05:23:00,success,debit_card,Startup,EU,web,None,80.27
TXN-107524,2026-01-13 05:24:00,success,credit_card,SMB,APAC,web,None,361.79
TXN-107525,2026-01-13 05:25:00,success,debit_card,Enterprise,US,mobile_android,None,1748.19
TXN-107526,2026-01-13 05:26:00,success,debit_card,Startup,US,web,None,82.4
TXN-107527,2026-01-13 05:27:00,success,credit_card,SMB,LATAM,mobile_ios,None,237.13
TXN-107528,2026-01-13 05:28:00,success,debit_card,SMB,US,mobile_android,None,337.79
TXN-107529,2026-01-13 05:29:00,success,credit_card,SMB,EU,web,None,396.8
TXN-107530,2026-01-13 05:30:00,success,credit_card,Startup,EU,web,None,91.76
TXN-107531,2026-01-13 05:31:00,success,credit_card,Startup,US,web,None,73.05
TXN-107532,2026-01-13 05:32:00,success,credit_card,SMB,US,mobile_ios,None,182.52
TXN-107533,2026-01-13 05:33:00,success,credit_card,SMB,US,mobile_android,None,386.4
TXN-107534,2026-01-13 05:34:00,success,crypto,SMB,APAC,mobile_ios,None,261.08
TXN-107535,2026-01-13 05:35:00,success,debit_card,Enterprise,US,mobile_ios,None,1371.59
TXN-107536,2026-01-13 05:36:00,success,debit_card,Startup,US,mobile_android,None,40.54
TXN-107537,2026-01-13 05:37:00,success,credit_card,SMB,EU,mobile_ios,None,102.94
TXN-107538,2026-01-13 05:38:00,success,credit_card,Enterprise,US,mobile_android,None,1674.97
TXN-107539,2026-01-13 05:39:00,success,credit_card,SMB,US,web,None,477.04
TXN-107540,2026-01-13 05:40:00,success,credit_card,SMB,US,web,None,139.7
TXN-107541,2026-01-13 05:41:00,success,credit_card,Startup,US,mobile_ios,None,53.41
TXN-107542,2026-01-13 05:42:00,success,debit_card,Startup,EU,web,None,32.7
TXN-107543,2026-01-13 05:43:00,success,bank_transfer,Enterprise,LATAM,mobile_ios,None,627.35
TXN-107544,2026-01-13 05:44:00,success,credit_card,Startup,US,web,None,56.52
