deal_id,customer_id,salesperson_id,deal_value,current_stage,status,created_date,closed_date,date_logic_error,deal_duration_days
D0849,C0160,U013,47963.59,Closed Won,lost,,,False,
D0850,C0248,U014,10079.0,Prospecting,lost,2025-12-25,,False,
D0851,C0435,U012,8849.4,Closed Won,won,,,False,
D0852,C0130,U013,5508.28,Prospecting,open,,,False,
D0853,C0192,U005,50218.34,Qualified,open,2026-01-25,,False,
D0854,C0447,U014,57297.64,Closed Won,,2026-09-01,,False,
D0855,C0141,U006,,Closed Lost,won,,,False,
D0856,C0333,U011,7774.56,Proposal Sent,open,2026-04-16,,False,
D0857,C0195,U004,18923.23,Closed Lost,open,,2026-01-06,False,
D0858,C0358,U008,10322.65,Qualified,closed,,,False,
D0859,C0437,U010,,Closed Lost,won,,2026-07-31,False,
D0860,C0327,U002,74662.39,Qualified,,,,False,
D0861,C0014,U008,30888.39,Closed Lost,,,,False,
D0862,C0075,U007,29367.25,Closed Lost,lost,2025-12-25,,False,
D0863,C0097,U005,51103.11,Proposal Sent,lost,,,False,
D0864,C0326,U004,5937.0,Prospecting,won,2026-01-08,,False,
D0865,C0113,U010,9958.91,Closed Won,lost,,,False,
D0866,C0398,U004,25546.22,Closed Won,won,,2026-09-04,False,
D0867,C0430,U012,27811.89,Proposal Sent,open,,,False,
D0868,C0007,U011,3239.04,Closed Lost,lost,2026-06-13,,False,
D0869,C0300,U006,74413.75,Closed Lost,open,,,False,
D0870,C0344,U005,43512.73,Proposal Sent,closed,2025-11-11,,False,
D0871,C0372,U006,,Closed Lost,,,,False,
D0872,C0152,U012,66172.95,Negotiation,closed,,,False,
D0873,C0136,U011,13849.68,Closed Lost,open,2026-01-21,,False,
D0874,C0015,U004,63654.0,Closed Won,lost,2025-12-14,2026-01-12,False,29.0
D0875,C0226,U009,30628.56,Qualified,won,,,False,
D0876,C0292,U009,37693.88,Negotiation,open,,,False,
D0877,C0005,U008,58357.08,Qualified,,,,False,
D0878,C0153,U008,68282.05,Negotiation,open,,,False,
D0879,C0299,U002,27036.1,Prospecting,,2026-01-09,,False,
D0880,C0069,U006,57054.72,Negotiation,closed,2026-06-01,,False,
D0881,C0072,U012,,Proposal Sent,lost,,,False,
D0882,C0410,U011,82236.72,Closed Won,lost,,,False,
D0883,C0284,U007,58557.0,Negotiation,open,,,False,
D0884,C0154,U002,47076.86,Negotiation,,2026-04-01,,False,
D0885,C0265,U008,79562.46,Negotiation,closed,2026-09-06,,False,
D0886,C0208,U008,3706.25,Prospecting,closed,2026-05-13,,False,
D0887,C0152,U013,32654.78,Proposal Sent,closed,,,False,
D0888,C0426,U007,1997.06,Qualified,lost,,,False,
D0889,C0028,U005,,Prospecting,lost,,,False,
D0890,C0375,U010,60081.32,Closed Lost,open,2026-08-05,,False,
D0891,C0341,U011,27459.38,Qualified,won,,,False,
D0892,C0057,U002,51916.52,Prospecting,open,2025-12-06,,False,
D0893,C0012,U014,34124.61,Closed Lost,,,,False,
D0894,C0413,U004,58390.26,,won,,,False,
D0895,C0092,U003,44211.5,Proposal Sent,open,,,False,
D0896,C0337,U002,24477.64,Closed Lost,lost,,,False,
D0897,C0073,U001,11530.56,Negotiation,,2025-11-28,,False,
D0898,C0450,U011,81893.51,Closed Lost,open,,,False,
D0899,C0079,U006,19100.14,Closed Lost,closed,,,False,
D0900,C0331,U003,61217.72,Closed Won,lost,,,False,
D0860,C0327,U002,74662.39,Qualified,,,,False,
D0661,C0115,U014,18685.76,Negotiation,lost,2025-11-27,,False,
D0496,C0369,U014,59550.04,,lost,2026-05-21,,False,
D0386,C0020,U007,76354.47,Proposal Sent,won,2026-04-07,,False,
D0484,C0214,U011,24271.45,Prospecting,won,,,False,
D0621,C0448,U007,47471.09,Qualified,lost,,,False,
D0675,C0041,U009,,Proposal Sent,lost,,,False,
D0185,C0139,U014,62703.23,Closed Won,open,,,False,
D0590,C0414,U011,49020.04,Closed Won,open,,2026-06-03,False,
D0726,C0367,U011,52326.7,Closed Won,won,,2026-03-19,False,
D0520,C0060,U005,76961.81,Closed Lost,lost,2026-06-24,2026-08-05,False,42.0
D0795,C0201,U009,62094.96,Proposal Sent,lost,2026-05-18,2026-07-10,False,53.0
D0675,C0041,U009,,Proposal Sent,lost,,,False,
D0539,C0314,U004,57199.21,Negotiation,open,,,False,
D0266,C0055,U002,5155.4,Closed Lost,open,2026-05-15,,False,
D0133,C0046,U013,61917.56,Closed Lost,open,2025-11-08,,False,
D0715,C0178,U010,19021.6,,closed,2025-12-16,,False,
D0332,C0209,U002,39234.18,Closed Lost,won,,2026-12-07,False,
D0603,C0329,U011,44687.28,Prospecting,,2026-03-25,,False,
D0595,C0024,U005,38979.94,Closed Won,closed,2026-05-12,,False,
